QCDate,ProductID,ProductNo,ProductName,LineID,Description,Specials,OriginationDate,EntryDate,Status,MatrixNumber,Components,Availability,EquivalentSoln,EquivalentNeat,Packaging,Storage,ExpirationDate,ShipType,UN#,ShipClass,PackGrp,ShipSpecial,Hazard1,Hazard2,Hazard3,Prop65,MSDS,Analysis,CofAHeader,Agilent#,Tedia#,ProdNotes,MatrixNotes,RecipeId,RushPriority,IsVoided,SagePartNumber,ProductLevel,DateInserted,CofATemplate,UniqueRequestID,Test_Timestamp,PfIDNo,PfBatchID,OrdID,QuoteNo,PfSentTo,PrepDate,PrepVolume,PrepUnit,PrepVessel,PrepVBarcode,PrdSaleUnit,PrepMatrixNo,PrepMatrixLot,PrepInits,PrepMemo,PrepNotebookRef,BulkQCStatus,BulkQCDate,BulkPassFail,BulkQCInits,BulkQCMemo,BulkLotNo,AmpRetains,AmpDate,AmpPreLabel,AmpNumberGood,AmpNumberBad,AmpBulkRemain,AmpTimeIn,AmpTimeOut,AmpInits,QCStatus,QCPassFail,QCAuthInits,QCMemo,QCMethod,LotNo,QCExpMonth,QCExpDate,QCSellBy,QCFullValidation,QCValidation,FgInvCount,FgAccpacNote,CofAHeaderNo,QCChromatogram,Correct,DoNotCorrect,DensityUnit,DensityTemp,recipeid
2020-02-10,,CUS-3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9197,NC000561,,Prodflow I,done,2000-04-20 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S74-43,RAA-S74-43,,,,,,,,2000-04-25 00:00:00,False,71.0,0.0,,1899-12-30 10:25:00,1899-12-30 10:40:00,ZMA,,PASS,JER,gravimetric,,R-0578,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CUS-3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8919,NC000282,,Prodflow I,done,2000-02-24 00:00:00,100.0,mL,1.0,,ampule,JHP-021,39027,RAA,RAA S72-77,RAA-S72-77,,,,,,,,2000-02-24 00:00:00,False,70.0,0.0,,1899-12-30 12:00:00,1899-12-30 12:15:00,ZMA,,PASS,JER,gravimetric,,R-0295,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,QWS-115-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8922,NC000285,,Prodflow I,done,2000-02-25 00:00:00,250.0,mL,1.0,,ampule,JHP-021,39027,CFC,CFC-S09-95,CFC-S09-95,,,,,,,,2000-02-29 00:00:00,False,98.0,0.0,,1899-12-30 03:55:00,1899-12-30 04:20:00,ZMA,,PASS,JER,,,R-0405,,,,True,2.0,,,2.0,,False,True,,,
2020-01-29,,CUS-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8925,NC000288,,Prodflow I,done,2000-02-25 00:00:00,50.0,mL,1.0,,ampule,JHP-021,39027,LDS,"LDS-S36-87
Diquat dried.",LDS-S36-87,,,,,,,,2000-02-28 00:00:00,False,35.0,0.0,,1899-12-30 04:10:00,1899-12-30 04:15:00,ZMA,,PASS,JER,gravimetric,,R-0308,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CUS-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178,NB981550,,Prodflow I,done,1998-10-09 00:00:00,50.0,mL,1.0,,ampule,JHP-021,38205,LDS,"LDS-S35-47A
Sonicated
Dried for hours @ 110'",LDS-S35-47A,,,,,,,,1998-10-13 00:00:00,False,38.0,0.0,,1899-12-30 09:35:00,1899-12-30 09:45:00,ZMA,,PASS,JER,gravimetric,,M-1532,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,QWS-135-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8928,NC000291,,Prodflow I,done,2000-02-25 00:00:00,250.0,mL,1.0,,ampule,JHP-021,39027,AHS,AHS-S07-105B,AHS-S07-105B,,,,,,,,2000-02-29 00:00:00,False,97.0,0.0,,1899-12-30 03:05:00,1899-12-30 03:20:00,ZMA,,PASS,JER,,,R-0407,,,,True,2.0,,,2.0,,False,True,,,
2020-02-07,,CUS-3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8606,NB992055,,Prodflow I,done,1999-12-20 00:00:00,500.0,mL,1.0,,ampule,JHP-039,NT016007,RAA,"RAA-S70-119
W/W",RAA-S70-119,,,,,,,,1999-12-22 00:00:00,False,20.0,0.0,,1899-12-30 12:00:00,1899-12-30 01:33:00,SAL,,PASS,JER,gravimetric,,P-1915,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,NB971578,,Prodflow I,done,1997-12-12 00:00:00,100.0,mL,1.0,,ampule,JHP-042,CQ-07546PN,RAA,RAA S49-73A,RAA-S49-73A,,,,,,,,1997-12-18 00:00:00,False,76.0,0.0,,1899-12-30 02:25:00,1899-12-30 02:40:00,ZMA,,PASS,JAE,datapak required,,L-1581,,,,True,2.0,,,2.0,,False,True,,,
2020-01-15,,CUS-1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,NB952145,,Prodflow I,done,1995-11-06 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S27-5,RAA-S27-5,,,,,,,,1995-11-07 00:00:00,False,69.0,0.0,,1899-12-30 03:30:00,1899-12-30 03:50:00,ZMA,,FAIL,JER,WRONG CONCENTRATION (RAA-S27-5),,,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104,NB980475,,Prodflow I,done,1998-03-19 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S52-83,RAA-S52-83,,,,,,,,1998-03-19 00:00:00,False,32.0,0.0,,1899-12-30 03:45:00,1899-12-30 03:50:00,ZMA,,PASS,JER,gravimetric,,M-0471,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514,NB970535,,Prodflow I,done,1997-05-12 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S42-115,RAA-S42-115,,,,,,,,1997-05-13 00:00:00,False,73.0,0.0,,1899-12-30 09:30:00,1899-12-30 09:45:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0540,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CLP-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,NB970548,,Prodflow I,done,1997-05-14 00:00:00,200.0,mL,1.0,,ampule,JHP-018,33123,JRM,"JRM-S02-35
",JRM-S02-35,,,,,,,,1997-05-16 00:00:00,False,140.0,0.0,,1899-12-30 02:10:00,1899-12-30 02:30:00,ZMA,,PASS,GMD,ORIGINAL LOT# L0630,,L-630A,,2000-06-30 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-01-16,,PST-502S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,NB960586,,Prodflow I,done,1996-05-23 00:00:00,250.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S19-85B,ALF-S19-85B,,,,,,,,1996-05-29 00:00:00,False,172.0,2.0,,1899-12-30 03:20:00,1899-12-30 03:45:00,SAL,,PASS,LJD,,,K-0598,,,,True,2.0,,,2.0,,False,True,,,
2020-01-29,,CUS-2174Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574,NB970595,,Prodflow I,done,1997-05-15 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,RAA,RAA S42-127Y,RAA-S42-127Y,,,,,,,,1997-05-19 00:00:00,False,70.0,1.0,,1899-12-30 05:10:00,1899-12-30 05:25:00,SAL,,PASS,JER,gravimetric,,L-0596,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590,NB970611,,Prodflow I,done,1997-05-20 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S42-177,RAA-S42-177,,,,,,,,1997-05-21 00:00:00,False,15.0,0.0,,1899-12-30 02:00:00,1899-12-30 02:20:00,SAL,,PASS,JER,gravimetric,,L-0614,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639,NB970660,,Prodflow I,done,1997-06-02 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S43-55,RAA-S43-55,,,,,,,,1997-06-02 00:00:00,False,72.0,0.0,,1899-12-30 04:10:00,1899-12-30 04:25:00,ZMA,,PASS,JER,gravimetric,,L-0674,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,PST-1290S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648,NB970669,,Prodflow I,done,1997-06-03 00:00:00,250.0,mL,1.0,,ampule,JHP-003,34259,JRM,"JRM-S02-117C
SONIC  BATH
",JRM-S02-117C,,,,,,,,1997-06-06 00:00:00,False,169.0,0.0,,1899-12-30 11:30:00,1899-12-30 11:55:00,ZMA,,PASS,JER,gravimetric,,L-0703,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685,NB970706,,Prodflow I,done,1997-06-10 00:00:00,200.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S43-123,RAA-S43-123,,,,,,,,1997-06-12 00:00:00,False,239.0,3.0,,1899-12-30 01:15:00,1899-12-30 01:50:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0716,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,NB961095,,Prodflow I,done,1996-09-26 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,"LDS-S30-111A
Sonicated.
Made also for use as QC cal.",LDS-S30-111A,,,,,,,,1996-09-30 00:00:00,False,115.0,8.0,,1899-12-30 09:25:00,1899-12-30 10:10:00,ZMA,,PASS,LJD,RAA S35-133,,K-1047,,,,True,2.0,,,2.0,,False,True,,,
2020-01-16,,AMM-612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3694,NB970715,,Prodflow I,done,1997-06-12 00:00:00,250.0,mL,1.0,,ampule,JHP-021,36207,JRM,"JRM-S02-151
",JRM-S02-151,,,,,,,,1997-06-16 00:00:00,False,164.0,7.0,,1899-12-30 04:20:00,1899-12-30 04:50:00,ZMA,,PASS,EAS,ORIGINAL LOT# L0742 AND THEN L742A,,L-742Z,,2002-11-30 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-01-16,,CUS-2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3902,NB970924,,Prodflow I,done,1997-07-25 00:00:00,100.0,mL,1.0,,ampule,JHP-040,R7CM28581,RAA,ALF S25-105B,ALF-S25-105B,,,,,,,,1997-07-28 00:00:00,False,73.0,0.0,,1899-12-30 03:50:00,1899-12-30 04:10:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0924,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913,NB970935,,Prodflow I,done,1997-07-29 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,JRM,"JRM-S03-151
SONIC BATH
",JRM-S03-151,,,,,,,,1997-07-30 00:00:00,False,71.0,0.0,,1899-12-30 05:00:00,1899-12-30 05:20:00,ZMA,,PASS,JER,gravimetric,,L-0926,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,NB970940,,Prodflow I,done,1997-07-30 00:00:00,100.0,mL,1.0,,ampule,JHP-037,EN-02837AN,LDS,"LDS-S32-157
Special Packaging.",LDS-S32-157,,,,,,,,1997-07-30 00:00:00,False,12.0,0.0,,1899-12-30 04:30:00,1899-12-30 04:50:00,ZMA,,PASS,JER,gravimetric,,L-0928,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920,NB970942,,Prodflow I,done,1997-07-30 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,JRM,"JRM-S03-157
",JRM-S03-157,,,,,,,,1997-08-01 00:00:00,False,71.0,0.0,,1899-12-30 04:25:00,1899-12-30 04:40:00,ZMA,,PASS,LJD,datapak required,,L-0950,,,,True,2.0,,,2.0,,False,True,,,
2020-01-17,,CUS-2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,NB970944,,Prodflow I,done,1997-07-31 00:00:00,200.0,mL,1.0,,ampule,JHP-014,33130,JRM,"JRM-S03-161A
SONIC BATH
",JRM-S03-161A,,,,,,,,1997-08-05 00:00:00,False,138.0,1.0,,1899-12-30 11:10:00,1899-12-30 11:25:00,ZMA,,PASS,JER,gravimetric,,L-0948,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,NB970947,,Prodflow I,done,1997-08-04 00:00:00,200.0,mL,1.0,,ampule,JHP-014,33130,LDS,"LDS-S32-159
Sonicated.
1x100ml bottle order.",LDS-S32-159,,,,,,,,,False,,,,,,,,PASS,JER,gravimetric,,L-0942,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3966,NB970988,,Prodflow I,done,1997-08-14 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,JRM,"JRM-S04-1A

","JRM-S04-1A
",,,,,,,,1997-08-15 00:00:00,False,68.0,1.0,,1899-12-30 11:55:00,1899-12-30 12:10:00,ZMA,,PASS,JER,gravimetric,,L-0987,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969,NB970991,,Prodflow I,done,1997-08-15 00:00:00,200.0,mL,1.0,,ampule,JHP-026,36110/35333,RAA,RAA S45-53,RAA-S45-53,,,,,,,,1997-08-18 00:00:00,False,32.0,0.0,,1899-12-30 11:00:00,1899-12-30 11:15:00,ZMA,,PASS,JER,gravimetric,,L-0997,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970,NB970992,,Prodflow I,done,1997-08-15 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S45-49,RAA-S45-49,,,,,,,,1997-08-18 00:00:00,False,16.0,0.0,,1899-12-30 11:20:00,1899-12-30 11:30:00,ZMA,,PASS,JER,gravimetric,,L-0998,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981,NB971003,,Prodflow I,done,1997-08-18 00:00:00,200.0,mL,1.0,,ampule,JHP-021,36207,LDS,"LDS-S32-187
Made from dilution of ll stocks.",LDS-S32-187,,,,,,,,1997-08-15 00:00:00,False,108.0,2.0,,1899-12-30 11:00:00,1899-12-30 11:20:00,ZMA,,PASS,JER,gravimetric,,L-1010,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4087,NB971109,,Prodflow I,done,1997-09-02 00:00:00,100.0,mL,1.0,,ampule,JHP-029,34167,RAA,RAA S45-173,RAA-S45-173,,,,,,,,1997-09-03 00:00:00,False,69.0,0.0,,1899-12-30 11:05:00,1899-12-30 01:20:00,ZMA,,PASS,JER,gravimetric,,L-1068,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233,NB960763,,Prodflow I,done,1996-07-08 00:00:00,100.0,mL,1.0,,ampule,JHP-029,32121,RAA,RAA S33-113,RAA-S33-113,,,,,,,,1996-07-08 00:00:00,False,76.0,0.0,,1899-12-30 04:20:00,1899-12-30 04:40:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0730,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4126,NB971148,,Prodflow I,done,1997-09-11 00:00:00,200.0,mL,1.0,,ampule,JHP-040,R7EM28588,RAA,RAA S45-161,RAA-S45-161,,,,,,,,1997-09-13 00:00:00,False,131.0,5.0,,1899-12-30 10:25:00,1899-12-30 10:50:00,ZMA,,PASS,JER,gravimetric,,L-1147,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4129,NB971151,,Prodflow I,done,1997-09-11 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S46-61,RAA-S46-61,,,,,,,,1997-09-13 00:00:00,False,70.0,0.0,,1899-12-30 09:45:00,1899-12-30 10:00:00,ZMA,,PASS,JER,gravimetric,,L-1131,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4191,NB971213,,Prodflow I,done,1997-09-24 00:00:00,100.0,mL,1.0,,ampule,JHP-003,34259,RAA,RAA S46-117B,RAA-S46-117B,,,,,,,,1997-09-26 00:00:00,False,8.0,0.0,,1899-12-30 07:50:00,1899-12-30 08:00:00,ZMA,,PASS,JER,gravimetric,,L-1185,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192,NB971214,,Prodflow I,done,1997-09-24 00:00:00,100.0,mL,1.0,,ampule,JHP-003,34259,RAA,RAA S46-119B,RAA-S46-119B,,,,,,,,1997-09-26 00:00:00,False,8.0,0.0,,1899-12-30 08:10:00,1899-12-30 08:20:00,ZMA,,PASS,JER,gravimetric,,L-1188,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4193,NB971215,,Prodflow I,done,1997-09-24 00:00:00,100.0,mL,1.0,,ampule,JHP-021,37106,RAA,RAA S46-167,RAA-S46-167,,,,,,,,1997-09-27 00:00:00,False,74.0,0.0,,1899-12-30 08:10:00,1899-12-30 08:25:00,ZMA,,PASS,JER,gravimetric,,L-1189,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4197,NB971219,,Prodflow I,done,1997-09-25 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S46-121,RAA-S46-121,,,,,,,,1997-09-26 00:00:00,False,64.0,0.0,,1899-12-30 08:35:00,1899-12-30 09:00:00,ZMA,,PASS,LJD,datapak required,,L-1213,,,,True,2.0,,,2.0,,False,True,,,
2020-01-16,,CUS-2374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4199,NB971221,,Prodflow I,done,1997-09-25 00:00:00,250.0,mL,1.0,,ampule,JHP-040,R7JM3396,RAA,RAA S46-161,RAA-S46-161,,,,,,,,,False,,,,,,,,PASS,JER,gravimetric,,L-1190,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204,NB971226,,Prodflow I,done,1997-09-26 00:00:00,100.0,mL,1.0,,ampule,JHP-001,36138,RAA,RAA S46-187,RAA-S46-187,,,,,,,,1997-09-30 00:00:00,False,73.0,0.0,,1899-12-30 10:25:00,1899-12-30 10:34:00,ZMA,,PASS,JER,gravimetric,,L-1205,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205,NB971227,,Prodflow I,done,1997-09-26 00:00:00,200.0,mL,1.0,,ampule,JHP-049,03494JQ,RAA,RAA S46-179,RAA-S46-179,,,,,,,,1997-10-02 00:00:00,False,135.0,2.0,,1899-12-30 09:45:00,1899-12-30 10:20:00,ZMA,,PASS,JER,gravimetric,,L-1222,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207,NB971229,,Prodflow I,done,1997-09-26 00:00:00,100.0,mL,1.0,,ampule,JHP-049,03949JQ,RAA,RAA S46-183,RAA-S46-183,,,,,,,,1997-10-01 00:00:00,False,74.0,0.0,,1899-12-30 04:40:00,1899-12-30 04:55:00,ZMA,,PASS,JER,gravimetric,,L-1223,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208,NB971230,,Prodflow I,done,1997-09-26 00:00:00,100.0,mL,1.0,,ampule,JHP-049,03949JQ,RAA,RAA S46-185,RAA-S46-185,,,,,,,,1997-10-02 00:00:00,False,72.0,0.0,,1899-12-30 08:20:00,1899-12-30 08:40:00,ZMA,,PASS,JER,gravimetric,,L-1224,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273,NB971295,,Prodflow I,done,1997-10-14 00:00:00,100.0,mL,1.0,,ampule,JHP-018,35103,RAA,RAA S47-101B,RAA-S47-101B,,,,,,,,1997-10-14 00:00:00,False,70.0,0.0,,1899-12-30 09:15:00,1899-12-30 09:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-1286,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275,NB971297,,Prodflow I,done,1997-10-14 00:00:00,100.0,mL,1.0,,ampule,JHP-018,35103,RAA,RAA S47-107,RAA-S47-107,,,,,,,,1997-10-14 00:00:00,False,16.0,0.0,,1899-12-30 08:50:00,1899-12-30 09:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-1282,,,,False,1.0,,,1.0,,False,True,,,
2020-01-15,,CUS-2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279,NB971301,,Prodflow I,done,1997-10-14 00:00:00,100.0,mL,1.0,,ampule,JHP-021,37108,RAA,RAA S47-113,RAA-S47-113,,,,,,,,1997-10-14 00:00:00,False,70.0,0.0,,1899-12-30 11:10:00,1899-12-30 11:25:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-1284,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284,NB971307,,Prodflow I,done,1997-10-15 00:00:00,100.0,mL,1.0,,ampule,JHP-079,BN-93KD,RAA,RAA S47-117,RAA-S47-117,,,,,,,,1997-10-15 00:00:00,False,69.0,0.0,,1899-12-30 02:15:00,1899-12-30 02:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-1300,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,NB961153,,Prodflow I,done,1996-10-10 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,RAA,gravimetric,,,,,,,,,1996-10-11 00:00:00,False,71.0,1.0,,1899-12-30 12:00:00,1899-12-30 12:20:00,ZMA,,PASS,JER,RAA S36-31,,K-1130,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623,NB961154,,Prodflow I,done,1996-10-11 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,gravimetric,,,,,,,,,1996-10-15 00:00:00,False,74.0,0.0,,1899-12-30 02:35:00,1899-12-30 02:40:00,ZMA,,PASS,JER,ALF S22-173,,K-1134,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895,NB961427,,Prodflow I,done,1996-12-10 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,RAA,"LDS-S31-9A
Sonic Bath.",LDS-S31-9A,,,,,,,,1996-12-11 00:00:00,False,77.0,0.0,,1899-12-30 11:25:00,1899-12-30 11:40:00,ZMA,,PASS,JER,RAA S37-157,,K-1372,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-1323A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624,NB961155,,Prodflow I,done,1996-10-11 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,gravimetric,,,,,,,,,1996-10-15 00:00:00,False,71.0,0.0,,1899-12-30 03:30:00,1899-12-30 03:50:00,ZMA,,PASS,JER,ALF S22-175B,,K-1135,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-1324A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,NB961156,,Prodflow I,done,1996-10-11 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,gravimetric,,,,,,,,,1996-10-15 00:00:00,False,73.0,0.0,,1899-12-30 03:05:00,1899-12-30 03:20:00,ZMA,,PASS,JER,"ALF S22-177B
",,K-1136,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-1325A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626,NB961157,,Prodflow I,done,1996-10-11 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,gravimetric,,,,,,,,,1996-10-15 00:00:00,False,73.0,0.0,,1899-12-30 04:00:00,1899-12-30 04:15:00,ZMA,,PASS,JER,ALF S22-179B,,K-1137,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-1326A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627,NB961158,,Prodflow I,done,1996-10-11 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,GRAVIMETRIC,,,,,,,,,1996-10-15 00:00:00,False,72.0,0.0,,1899-12-30 04:20:00,1899-12-30 04:40:00,ZMA,,PASS,JER,ALF S22-181,,K-1138,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,NB961168,,Prodflow I,done,1996-10-16 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,"LDS-S30-125A
Sonic Bath.
Caffeine dried for 4 hrs  @ 80'.",LDS-S30-125A,,,,,,,,1996-10-17 00:00:00,False,74.0,1.0,,1899-12-30 04:00:00,1899-12-30 04:25:00,ZMA,,PASS,JER,"ALF S22-191
REF: CUS-1909 ALF S22-189",,K-1154,,,,False,1.0,,,1.0,,False,True,,,
